REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Moquegua;Bodega López;Bodegas de pisco, vinos y/u otros licores;"""Pequeña bodega que produce vinos artesanales con recetas familiares transmitidas por generaciones."""
Cusco;Casa De Tupac Amaru De Surimana;Casas Históricas;"""Casa colonial donde según la tradición nació o vivió el líder independentista andino."""
Áncash;Laguna Rocotuyoc - Quebrada Honda;Lagunas;"""Espejo de agua escondido en los Andes, rodeado de rocas rojizas y vegetación de altura."""
Lima;Cristo Blanco - Paseo De La Fe;Alamedas;"""Escultura blanca de Cristo sobre un cerro con vistas panorámicas, punto de peregrinación y fe popular."""
Amazonas;Bosque Vásquez Pampa ;Bosques;"""Área boscosa altoandina con especies nativas y senderos usados para caminatas ecológicas."""
Cajamarca;Mirador El Suro;Miradores naturales;"""Mirador natural desde el que se observan valles profundos y formaciones geológicas del altiplano."""
Ucayali;Plaza Mayor De San Fernando;Plazas;"""Espacio central del distrito con jardines, esculturas y sede de eventos cívicos locales."""
Arequipa;Iglesia Señor De Los Desamparados   ;Iglesias;"""Templo de estilo colonial con fachada austera y devoción al Cristo de los Desamparados."""
Lima;Laguna Ámbar ;Lagunas;"""Lago de aguas verdosas rodeado de cerros, hábitat de aves altoandinas y atractivo paisajístico."""
Lima;Laguna Mushcacocha;Lagunas;"""Cuerpo de agua de altura con bordes rocosos y clima frío, ideal para el turismo de naturaleza."""
Lima;Laguna Lutacocha ;Lagunas;"""Pequeña laguna andina con vegetación nativa, usada por comunidades aledañas para rituales hídricos."""
Ayacucho;Casa Hacienda Niño Yucay ;Casa-Hacienda;"""Antigua hacienda con arquitectura republicana y jardines internos, ejemplo de vida rural aristocrática."""
Huánuco;Comunidad Nativa Shipiba De Dos Unidos;Artesanales;"""Poblado indígena amazónico con viviendas típicas y expresiones culturales shipibas aún activas."""
Lima;Semana Santa Vilcaina;Fiestas religiosas-patronales;"""Celebración religiosa con procesiones, misas y comidas típicas que marcan la identidad de la comunidad."""
Lima;Laguna Morococha;Lagunas;"""Laguna de gran altitud con aguas cristalinas, enmarcada por montañas y pastos de puna."""
Lima;Fiesta Patronal En Honor Al Santo Patrón Corpus Christi Del Centro Poblado De Picoy;Fiestas religiosas-patronales;"""Fiesta religiosa que reúne a pobladores con danzas, ferias y rituales católicos sincréticos."""
Lima;Festividad De San Bartolomé De Picoy ;Fiestas religiosas-patronales;"""Festividad local con fuegos artificiales, música andina y danzas tradicionales en honor a San Bartolomé."""
Lima;Festividad De Santa Rosa De Yurayacu;Fiestas religiosas-patronales;"""Celebración religiosa en la Amazonía con veladas, procesiones fluviales y comidas típicas."""
Áncash;Laguna Contaycocha;Lagunas;"""Cuerpo de agua tranquilo rodeado de ichu y flora altoandina, ideal para avistamiento de aves."""
Cajamarca;Danza De Diablos De Shirac;Danza;"""Danza festiva con máscaras y trajes coloridos que representa el bien y el mal en tradiciones locales."""
Puno;Danza Wifala De San Antonio De Putina;Música y Danzas;"""Baile aymara de paso rápido y multicolor que simboliza la unidad y el respeto por la Pachamama."""
Puno;Museo Municipal Oscar Velazco Meza;Museos;"""Espacio museográfico con piezas arqueológicas y etnográficas de la región de San Martín."""
Cajamarca;Cascada Bella Encantadora;Cascadas;"""Cascada en medio de la selva con pozas para baño, rodeada de vegetación exuberante."""
Ucayali;Quebrada De Tupac Amaru ;Quebradas;"""Hendidura natural en la montaña asociada a leyendas sobre el paso de Tupac Amaru."""
Áncash;Seviche Huarmeyano;Platos Típicos;"""Plato marino emblemático preparado con pescado fresco, limón, ají y yuyo típico de Huarmey."""
Lima;Sitio Arqueológico De Shahualgayan;Templos;"""Sitio ceremonial con estructuras preincaicas ubicadas en una cima con vista estratégica."""
Ayacucho;Hatun Yaku Raymi ;Costumbres;"""Ritual del agua que celebra la bendición de lluvias y la abundancia agrícola en los Andes."""
Huánuco;Zoológico De Piedras-Jacintillo;Formaciones rocosas(bosque de piedra);"""Área rocosa con formaciones que asemejan animales, personas y estructuras talladas por la erosión."""
Ayacucho;Pata Tarpuy Raymi;Otros;"""Festividad agrícola que incluye la siembra simbólica de papas en rituales andinos colectivos."""
Lima;Cañón De Pungullo;Cañones;"""Formación geológica profunda con paredes escarpadas y vegetación de ceja de selva."""
Lima;Sitio Arqueológico Shaurin;Templos;"""Centro arqueológico con plataformas y muros de piedra usados con fines religiosos y funerarios."""
Áncash;Monumento Arqueológico: Mausoleo Imperial El Castillo De Huarmey;Zonas arqueológicas;"""Complejo funerario preinca donde se enterraron élites con ajuares, textiles y joyas en Huarmey."""
Cajamarca;Cascada La Sirenita - Villa Rica;Cascadas;"""Caída de agua de belleza escénica rodeada de bosques húmedos, accesible por sendero desde Villa Rica."""
Cusco;Mirador Natural Shinonkari;Miradores naturales;"""Punto panorámico rodeado de vegetación amazónica desde donde se observa la selva baja."""
Lima;Danza Los Negritos De Chicla;Música y Danzas;"""Danza festiva con máscaras y pasos vigorosos que rememoran las tradiciones afroandinas."""
Lima;Piscigranja Camargo;Piscigranja;"""Centro acuícola que cultiva truchas en estanques de alta montaña con fines turísticos y gastronómicos."""
Lima;Piscigranja Rio Blanco;Piscigranja;"""Instalación piscícola rural que fomenta el consumo de pescado fresco entre las comunidades locales."""
Moquegua;Fundo Chucarapi ;Agricultura;"""Propiedad agrícola tradicional con cultivo de caña de azúcar y producción de derivados artesanales."""
Cusco;Sitio Arqueologico De Waqrapukara- Sector Acos;Fortalezas;"""Imponente complejo inca en lo alto de una montaña con andenería y formaciones pétreas ceremoniales."""
Moquegua;Fundo La Huerta ;Agricultura;"""Espacio agrícola familiar con cultivos orgánicos y experiencias turísticas rurales."""
Ayacucho;Cueva De Yana Machay;Cuevas;"""Caverna altoandina asociada a leyendas locales, con formaciones rocosas y arte rupestre."""
Apurímac;Mirador De Ccoya ;Miradores naturales;"""Punto escénico elevado desde donde se aprecian los valles del sur cusqueño y su biodiversidad."""
Puno;Uma Llawita;Lugares pintorescos de flora y fauna;"""Espíritu o deidad femenina de agua presente en rituales andinos de fertilidad y purificación."""
Apurímac;Mirador Qoriwayrachina ;Miradores naturales;"""Mirador arqueológico que revela antiguos canales incas y vistas del valle sagrado de los Incas."""
Ica;Playa Raspón-Paracas;Playas;"""Playa de arena blanca y mar turquesa en zona de pesca artesanal, poco concurrida."""
Cusco;Comunidad Nativa Carpintero Kirigueti;Tradicionales;"""Asentamiento indígena amazónico con prácticas culturales propias y organización comunal autónoma."""
Huánuco;Bosque Pukka Shungo;Bosques;"""Ecosistema selvático con árboles nativos, hábitat de aves, y potencial para conservación ecoturística."""
Cusco;Mirador El Osheto;Miradores naturales;"""Balcón natural rocoso desde donde se observa el curso del río Ene y su entorno selvático."""
Puno;Isla Iscaya;Islas;"""Isla rocosa habitada por aves guaneras y lobos marinos, visible desde la costa del sur peruano."""
Pasco;Parque Universitario De Yanacancha ;Parques;"""Espacio verde con jardines, esculturas y centro de encuentro social en zona urbana andina."""
Cusco;Rio Mishahua;Ríos;"""Río amazónico de aguas oscuras, hábitat de peces nativos y medio de transporte de comunidades ribereñas."""
Pasco;Parque El Comercio ;Parques;"""Plaza pública arbolada con juegos infantiles y escultura alusiva al comercio local."""
Pasco;Parque A La Madre Cerreña ;Parques;"""Parque urbano dedicado a las madres, con áreas de descanso y esculturas representativas."""
Cusco;Comunidad Nativa De Puerto Rico;Tradicionales;"""Aldea indígena con organización propia, costumbres ancestrales y fuerte conexión con la selva."""
Cusco; Bebida De Masato ;Bebidas Típicas;"""Fermentado de yuca dulce típico de la Amazonía, servido en celebraciones y reuniones comunitarias."""
Lima;Ceviche Huachano;Platos Típicos;"""Preparación marina con pescado fresco, ají limo y cebolla, popular en la costa central del Perú."""
Lima;Chapana De Yuca - Huacho;Dulces Típicos;"""Dulce amazónico hecho de yuca rallada y chancaca, consumido como bocadillo tradicional."""
Pasco;Feria Nacional Agropecuaria “Meseta Del Bombom” - Ninacaca;Ferias (no Artesanales);"""Evento agropecuario que reúne ganaderos, productores y turistas en la altiplanicie central."""
Pasco;Concurso De Llamas De Carga – Ninacaca Pasco;Concursos;"""Competencia tradicional que muestra la fuerza y resistencia de camélidos andinos en transporte."""
Lima;Chapana De Choclo - Huacho;Dulces Típicos;"""Postre artesanal hecho a base de maíz tierno y miel, común en ferias costeras."""
Puno;Sitio Arqueológico De Inca Qhamaña;Zonas arqueológicas;"""Centro ceremonial preinca tallado en roca viva, asociado a rituales astronómicos y de fertilidad."""
Lima;Festividad De La Santisima Cruz De Malpazo;Fiestas religiosas-patronales;"""Celebración religiosa andina con danzas y rituales en torno a una cruz considerada milagrosa."""
Ayacucho;Cascada De Occochaca ;Cascadas;"""Caída de agua en bosque montano, rodeada de orquídeas y senderos naturales de acceso."""
Lima;Laguna Rapagna;Lagunas;"""Laguna andina de aguas turquesas en entorno de puna, ideal para caminatas y fotografía paisajística."""
Lima;Laguna Yuraccocha;Lagunas;"""Espejo de agua de origen glaciar, hogar de aves silvestres y espacio de conservación natural."""
Puno;Museo De Taxidermia De Tahuaco;Salas de Exhibición;"""Colección de animales disecados que muestra la fauna local con fines educativos y turísticos."""
Huánuco;Mirador San Francisco La Cruz;Miradores naturales;"""Punto panorámico rural con vista a campos agrícolas y arquitectura vernacular."""
Apurímac;Carnaval De Pampamarca ;Fiestas Tradicionales(Herranza, carnavales, otros);"""Fiesta que reúne comparsas, música andina y rituales colectivos en el calendario agrícola."""
Apurímac;Bosque De Piedras De Pilluni;Formaciones rocosas(bosque de piedra);"""Formaciones rocosas en altura que asemejan esculturas naturales y generan leyendas locales."""
Apurímac;Catarata Arcoíris De Mutca ;Cataratas;"""Caída de agua de varios colores debido a la mineralización del terreno en la zona de Mutca."""
Pasco;Cerro Ratarmachay;Cerros;"""Montaña alta con cuevas naturales, considerada lugar sagrado y objeto de caminatas rituales."""
Pasco;Cuento De Drama De Los Viajeros - Ninacaca;Cuentos;"""Relato tradicional que representa a viajeros y sus pruebas, en clave teatral y simbólica."""
Pasco;Alameda San José - Ninacaca;Alamedas;"""Paseo urbano rodeado de jardines, faroles y mobiliario que embellece el casco histórico local."""
Puno;Fortaleza De Wich'Inqhala Pukara;Fortalezas;"""Fortificación preincaica construida en una cima estratégica, con muros circulares de piedra."""
Ayacucho;Mirador Del Cristo Blanco ;Miradores;"""Espacio elevado con escultura de Cristo y vistas de la ciudad, lugar de oración popular."""
Callao;Plaza Matriz Del Callao;Plazas;"""Plaza central con edificios coloniales, comercio tradicional y actividades culturales del Callao."""
Apurímac;Pueblo Histórico De Pampamarca ;Históricos;"""Casco urbano con arquitectura tradicional y memoria histórica de levantamientos campesinos."""
Ayacucho;Presa Cuchoquesera;Represas;"""Represa altoandina que regula el agua para riego y electricidad en zonas rurales."""
Cusco;Festival Del Chiriuchu ;Ferias gastronómicas;"""Celebración cusqueña que combina danzas, comidas y ritos en honor a la Eucaristía."""
Lima;Catarata Collajpaccha;Cataratas;"""Caída de agua entre cañones boscosos, accesible mediante caminatas desde pueblos cercanos."""
Apurímac;Aguas Termales De Llacsa;Ojos de agua;"""Aguas termales naturales usadas para relajación, con propiedades minerales valoradas localmente."""
Apurímac;Plaza De Armas De Chalhuanca ;Plazas;"""Centro cívico con pileta, jardines y actividades festivas en el corazón de Chalhuanca."""
Huánuco;Mariposario Monte Alto;Mariposarios;"""Espacio natural que alberga mariposas tropicales en libertad, con senderos educativos y ecológicos."""
Ica;Playa Mendieta-Paracas;Playas;"""Playa amplia y tranquila con formaciones rocosas, ideal para caminatas en la Reserva de Paracas."""
Ica;Playa El Chaco - Paracas;Playas;"""Balneario tradicional con embarcaderos, restaurantes marinos y vista a las islas cercanas."""
Ica;Playa Lagunilla-Paracas;Playas;"""Playa protegida de aguas calmas y borde rocoso dentro de la reserva nacional costera."""
Ica;Playa Yumaque-Paracas;Playas;"""Bahía de arena clara con olas suaves y riqueza faunística, parte del circuito turístico de Paracas."""
Ica;Plaza De Armas De Chincha;Plazas;"""Plaza principal con arquitectura republicana, bancas ornamentales y ferias populares."""
Ica;Bodega San Nicolás ;Bodegas de pisco, vinos y/u otros licores;"""Productora de vinos y piscos con visitas guiadas y catas en un entorno campestre."""
Ica;Sala De Exhibición Del Sitio Arqueológico “Tambo Colorado”;Salas de Exhibición;"""Sala museográfica que exhibe objetos, maquetas y contexto histórico del centro arqueológico inca."""
Ica;Humedales Grocio Prado (Humedales De Chincha);Humedales;"""Humedal costero con aves migratorias y flora nativa, ideal para observación ambiental y turismo rural."""
Ica;Palpa, Pueblo Histórico Y Tradicional;Tradicionales;"""Localidad con arquitectura republicana, costumbres tradicionales y festividades arraigadas."""
Puno;Sitio Arqueológico De Yampu Qhala;Zonas arqueológicas;"""Centro ceremonial preinca ubicado en la sierra, con estructuras de piedra y petroglifos."""
Amazonas;Fiesta Patronal Virgen De Asunta;Fiestas religiosas-patronales;"""Celebración religiosa andina con procesiones, danzas y actividades comunitarias en honor mariano."""
Ica;El Candelabro De Paracas;Geoglifos (Grabado en tierra);"""Geoglifo gigante en forma de candelabro trazado en la arena, visible desde el mar."""
Puno;Fortaleza Del Cerro Jaquejaytahui;Fortalezas;"""Construcción defensiva en la cima de un cerro, con muros ciclópeos y vista estratégica."""
Huánuco;Iglesia Santísima Trinidad De Pachabamba;Iglesias;"""Templo colonial andino con arquitectura barroca y relicarios de la época virreinal."""
Huánuco;El Runa Jirca;Cerros;"""Formación rocosa venerada como entidad espiritual por comunidades altoandinas."""
Puno;Piedras Cansadas De Kcanamarka;Zonas arqueológicas;"""Bloques megalíticos dispuestos en andenerías, rodeados de leyendas sobre peregrinos cansados."""
Puno;Pinturas Rupestres De Chijos;Pintura Rupestre;"""Conjunto pictográfico en abrigo rocoso que representa escenas de caza y símbolos rituales."""
Puno;Danza Autóctona Choquelas De Calacoto;Música y Danzas;"""Danza ritual con vestimenta tradicional y movimientos circulares en fiestas religiosas aimaras."""
Pasco;Capilla Virgen Del Tránsito ;Capilla;"""Templo rural con fachada simple que resguarda imágenes procesionales veneradas por los fieles."""
Tacna;Fuente Termal Larama Quta;Otros;"""Afluente termal en zona altoandina, usada para fines curativos y recreativos por los locales."""
Ica;Museo De Sitio Julio C. Tello De Paracas.;Museos de sitio;"""Museo arqueológico que resguarda piezas de la cultura Paracas y muestra su historia funeraria."""
Ica;Plaza De Armas De Marcona;Plazas;"""Espacio público costero con escultura, jardines y actividades sociales en la ciudad de Marcona."""
Puno;Lito Escultura De Qharwa Umiña Pata;Petroglifos (Grabados en piedra);"""Escultura tallada en roca volcánica que representa símbolos míticos de la tradición aimara."""
Ica;Bahía De Paracas;Bahías;"""Ensenada de aguas tranquilas y biodiversidad marina, dentro de una reserva natural costera."""
Ica;Boulevard Turístico De San Andrés;Bulevares;"""Paseo marítimo con restaurantes, muelles y vistas al mar, centro turístico del distrito."""
Puno;Cerro Juana ;Cerros;"""Colina costera de interés geológico y escénico, rodeada por dunas y miradores naturales."""
Ica;El Malecón Miranda (Malecón Turístico De Pisco);Malecones;"""Sendero peatonal con vista a la bahía y esculturas de figuras históricas y religiosas."""
Ica;Santuario Del Señor De Luren;Santuario;"""Santuario religioso con arquitectura moderna, importante centro de peregrinación iqueña."""
Ica;Plaza De Armas De Ica;Plazas;"""Plaza central con palmeras, esculturas y zona comercial que marca el corazón de Ica."""
Lima;Festividad En Honor A La Cruz De Canta Gallo;Fiestas religiosas-patronales;"""Celebración popular en los andes con procesión, cruces decoradas y música tradicional."""
Áncash;Playa La Perú;Playas;"""Balneario arenoso con fuerte oleaje y buena visibilidad para actividades de surf."""
Áncash;Cascadas De Quilcap;Cascadas;"""Serie de saltos de agua entre quebradas cubiertas de vegetación y flora nativa altoandina."""
Pasco;Laguna Ccochachuyco;Lagunas;"""Laguna de altura rodeada de ichu y visitada por aves andinas, con senderos a su alrededor."""
Puno;Sitio Arqueológico Cerro Tococawa;Zonas arqueológicas;"""Zona arqueológica en laderas rocosas con vestigios de viviendas y canales preincaicos."""
Tacna;Fuente Termal Nayraputina;Otros;"""Manantial de aguas termales en zona volcánica con uso terapéutico tradicional."""
Piura;Iglesia San Sebastian - Santuario Virgen Del Perpetuo Socorro;Santuario;"""Iglesia colonial con tallados de madera e imágenes patronales de veneración masiva."""
Piura;Museo Central De Piura;Museos;"""Recinto cultural con exposiciones arqueológicas, etnográficas y de historia regional."""
Tacna;Geiser  Thuqurputina;Geiser;"""Emanación de vapor subterráneo activo en zona volcánica, usada en medicina natural."""
Huánuco;Pueblo Histórico San Pedro De Muña;Históricos;"""Localidad altoandina con arquitectura tradicional de piedra y memoria de resistencia."""
Pasco;Cuento De Lulihuarmi - Ninacaca;Cuentos;"""Relato tradicional de amor trágico entre una joven y un cóndor que la lleva al abismo."""
Ayacucho;Casa De Saberes Ancestrales Antamarka;Casas Museo;"""Espacio de encuentro intercultural donde se preservan prácticas medicinales y rituales ancestrales."""
Ayacucho;Festividad Niño Víctor Todo Poderoso;Fiestas religiosas-patronales;"""Festividad devocional con procesión, danzas y rezos en honor al Niño Jesús en temporada navideña."""
Tacna;Leyenda Del Volcán Yuq´Amani;Otros;"""Relato mítico sobre la erupción de un volcán asociada al castigo divino y los pueblos vecinos."""
Tacna;Layenda La Guerra De Los Volcánes;Otros;"""Narración que representa la disputa entre montañas sagradas mediante erupciones y sismos."""
Cusco;Collpa De Loros De La Comunidad Nativa De Shivankoreni;Collpas;"""Zona de concentración de guacamayos silvestres en acantilado amazónico con avistamiento controlado."""
Arequipa;Festival Del Camarón, Pisco Y Vinos-Corire ;Festivales;"""Evento gastronómico y cultural que promueve productos locales como camarón y vinos artesanales."""
Arequipa;Santuario De Huarango ;Santuario;"""Área protegida con árboles milenarios de huarango, hábitat de fauna endémica y usos sostenibles."""
Puno;Cascada De Tayac Pata;Cascadas;"""Caída de agua escondida entre rocas, rodeada de bromelias y helechos en zona selvática."""
Cusco;Collpa De Loros De Saringaveni;Collpas;"""Lugar amazónico donde loros y guacamayos se alimentan de sales minerales en acantilados."""
Ayacucho;Ccayra De Andamarca;Música y Danzas;"""Extensión montañosa de pastos altos, usada para pastoreo comunal en zonas de puna."""
Cusco;Rio Saringaveni;Ríos;"""Río afluente de la cuenca amazónica con flora ribereña y fauna ictiológica variada."""
Tacna;Parrillada De Cordero Candaraveño;Platos Típicos;"""Plato típico preparado a la brasa con hierbas andinas y acompañado con mote o papas."""
Cusco;Rio Chinguriato;Ríos;"""Río andino de aguas frías con pozas naturales, ideal para pesca y paseos familiares."""
Tacna;Bodega Don Miguel;Bodegas de pisco, vinos y/u otros licores;"""Productor artesanal de vinos y piscos con bodegas subterráneas y técnicas familiares."""
Pasco;Templo San Juan Pampa ;Templo;"""Iglesia andina de adobe con campanario y retablo decorado, centro espiritual del pueblo."""
Puno;Laguna De Qañuccota;Lagunas;"""Espejo de agua andino rodeado de bofedales, ideal para avistamiento de aves silvestres."""
Puno;Sitio Arqueologico De Pucuyuta - Ituata;Zonas arqueológicas;"""Conjunto arqueológico con chullpas, muros circulares y restos cerámicos en la sierra sur."""
Puno;Comunidad De Ccotos;Tradicionales;"""Isla lacustre con costumbres quechuas vivas, casas de adobe y tejidos artesanales."""
Tacna;Bodega Spirit;Bodegas de pisco, vinos y/u otros licores;"""Emprendimiento vitivinícola familiar con enfoque turístico y catas de vinos regionales."""
Tacna;Pueblo De Tarucachi;Tradicionales;"""Aldea tradicional con calles empedradas y arquitectura de piedra de estilo colonial."""
Moquegua;Casa De Mercedes Cabello De Carbonera (Casas Coloniales);Casa de Valor Arquitectónico;"""Casa museo que conmemora a la escritora decimonónica y preserva objetos personales e históricos."""
Moquegua;Puente Colonial Zigzigi;Puentes;"""Puente de piedra con estructura arqueada, ejemplo de ingeniería virreinal sobre quebrada."""
Tacna;Parroquia San José De Pachia;Iglesias;"""Templo virreinal con retablos dorados, imágenes religiosas y torre campanario de adobe."""
Piura;Mirador El Cristo De La Paz;Miradores;"""Mirador con estatua del Cristo Redentor que ofrece vista panorámica del valle bajo."""
Moquegua;Puente Colgante De Cuchumbaya;Puentes;"""Puente peatonal colgante sobre río de sierra alta, usado por comunidades rurales."""
Piura;Iglesia Matriz San Pedro ;Iglesias;"""Iglesia matriz con arquitectura neoclásica y arte sacro en su interior, centro parroquial local."""
Puno;Mirador Cristo De La Paz;Miradores;"""Cerro con escultura del Cristo y cruz metálica que vigila la ciudad desde lo alto."""
Piura;Cascada  De Gaspar;Cascadas;"""Salto de agua alto en zona boscosa de montaña, con ruta de trekking y pozas naturales."""
Ica;Líneas Y Geoglifos De Palpa;Geoglifos (Grabado en tierra);"""Conjunto de figuras geométricas y zoomorfas trazadas en el desierto, asociadas a rituales prehispánicos."""
Lima;Festividad De La Santísima Virgen Del Carmen;Fiestas religiosas-patronales;"""Celebración religiosa con danzas tradicionales, misas y procesiones en honor a la Virgen."""
Lima;Festividad Del Señor De La Ascensión De Amay;Fiestas religiosas-patronales;"""Festividad patronal con cantos quechuas, alfombras florales y ceremonia litúrgica en la sierra."""
Lima;Iglesia De La Santísima Virgen Del Carmen De Huaura;Iglesias;"""Templo colonial con campanario de adobe, sede de importantes fiestas religiosas del norte chico."""
Puno;Fósiles De Taraco ;Lugares paleontológicos(Fósiles);"""Yacimiento con restos marinos fosilizados que datan del periodo terciario en zona altiplánica."""
Lima;Iglesia De Vilca-Huaura;Iglesias;"""Iglesia rural con estructura de adobe y altar mayor con tallados artesanales."""
Ayacucho;Laguna De Yarpu Ccocha;Lagunas;"""Laguna de altura rodeada de ichu, usada para pastoreo y rituales agrícolas locales."""
Cusco;Pozas Turquezas De Muñapata;Manantiales;"""Pozas naturales de color turquesa alimentadas por aguas subterráneas en ecosistema altoandino."""
Arequipa;Cañon De Paccareta;Cañones;"""Formación geológica profunda con paredes de roca volcánica y vegetación silvestre."""
Puno;Festividad Patronal De La Virgen Inmaculada Concepción ;Fiestas religiosas-patronales;"""Fiesta religiosa con participación comunal, procesiones y danzas devocionales."""
Puno;La Danza Guerrera De Los Unkakus;Música y Danzas;"""Danza ritual que representa la defensa del pueblo frente a invasores, con atuendos guerreros."""
Arequipa;Pueblo De Viraco;Tradicionales;"""Villa tradicional con arquitectura de piedra, cultivos en terrazas y celebraciones agrícolas."""
Arequipa;Petroglifo De Capellán;Petroglifos (Grabados en piedra);"""Grabado rupestre en roca volcánica con figuras humanas y animales de estilo abstracto."""
Arequipa;Iglesia De Santa Úrsula;Iglesias;"""Templo católico con fachada barroca y retablos dorados, declarado patrimonio cultural."""
Cajamarca;Mirador Cerro El Tigre;Miradores naturales;"""Punto panorámico en la cima de un cerro, ideal para avistamiento de cóndores y paisajes andinos."""
Cajamarca;Cascada Reyna Del Santuario;Cascadas;"""Cascada escalonada en bosque de niebla, accesible por trocha y rodeada de orquídeas."""
Lima;Centro Histórico De Lima;Centros Históricos;"""Zona histórica de la capital con casonas virreinales, iglesias y museos emblemáticos."""
Ucayali;Festival Del Cacao ;Festivales;"""Evento cultural y comercial que promueve el cacao peruano con ferias y talleres sensoriales."""
Madre De Dios;Espejo De Agua La Novia;Aguajales;"""Poza de aguas transparentes en forma de corazón, usada como balneario natural."""
Cusco;Cataratas De La Localidad De Amargura (Salto Del Niño Y Monkerenshi);Cataratas;"""Conjunto de caídas de agua en selva alta, rodeadas de vegetación tropical y senderos comunales."""
Cusco;Cascada La Encantada;Cascadas;"""Caída de agua entre paredones rocosos, con leyendas locales de seres encantados."""
Cusco;Catarata Miraflores ;Cataratas;"""Salto de agua rodeado de selva espesa, con pozas ideales para baños refrescantes."""
Cusco;Bosque De Bambú;Bosques;"""Sendero ecológico con bambúes nativos, usado como ruta interpretativa y educativa."""
Lima;Gran Teatro Nacional;Otros;"""Complejo cultural moderno para espectáculos teatrales, conciertos y óperas nacionales."""
Cusco;Balneario De Omaya;Playas;"""Playa fluvial en río amazónico usada como zona de recreo y descanso local."""
Cusco;Mirador Natural De Buenos Aires;Miradores naturales;"""Punto de observación natural desde donde se aprecia el valle y los cultivos de coca."""
Pasco;Cascada De Puyush;Cascadas;"""Caída de agua que desciende por terrazas de piedra en zona montañosa con microclima húmedo."""
Pasco;Nevado Huaguruncho;Nevado;"""Nevado emblemático de la selva central con glaciares activos y presencia de lagunas altoandinas."""
Ucayali;Plaza De La Paz De Villa San Alejandro;Plazas;"""Espacio cívico con monumentos, jardines y eventos comunitarios en el distrito amazónico."""
Huánuco;Cooperativa Agroindustrial Bella;Fábricas;"""Cooperativa agraria enfocada en producción sostenible de cacao y frutas tropicales."""
Cusco;Sitio Paleontológico De Nueva Alianza;Lugares paleontológicos(Fósiles);"""Zona con hallazgos fósiles de megafauna prehistórica en depósitos sedimentarios."""
Cusco;Plaza De Armas De Pichari;Plazas;"""Plaza central con áreas verdes, ferias comunales y eventos patrióticos en la selva."""
Cusco;Mirador Vista Alegre;Miradores;"""Mirador con pasarelas de madera y vista hacia el valle del VRAE y la cordillera."""
Cusco;Embarcadero Ccatunrumi;Embarcaderos;"""Muelle artesanal en el río Ene, punto de salida para excursiones fluviales y pesca."""
Cusco;Comunidad Nativa Asháninca De Otari;Selva;"""Asentamiento indígena amazónico que conserva lengua, danza y medicina tradicional."""
Ucayali;Bulevar Villa San Alejandro ;Bulevares;"""Paseo urbano con jardines, juegos y puestos de comida típica en la capital distrital."""
Piura;Área De Conservación Regional Bosques Secos Salitral-Huarmaca-Bloque Norte;Áreas de conservación regional;"""Bosque seco protegido con especies endémicas y senderos para avistamiento de flora y fauna."""
Piura;Malecón Jorge Chávez ;Malecones;"""Paseo ribereño con esculturas, zonas de descanso y ferias gastronómicas."""
Huánuco;Fábrica De Chocolates Kimpito;Fábricas;"""Empresa chocolatera artesanal que produce con insumos nativos como cacao fino de aroma."""
Cusco;Piscigranja Municipal De Pichari;Piscigranja;"""Centro piscícola con truchas en estanques naturales, promovido por el municipio."""
Cusco;Festival De La Piña Organica De Omaya;Festivales;"""Celebración agraria con danzas, concurso de frutas y degustación de piña en sus variedades."""
Cusco;Festival De La Trucha Y Yunka Papa De Tarancato Alto;Festivales;"""Evento culinario y cultural que celebra la trucha local y los tubérculos de montaña."""
Cusco;Festival Del Coco De Puerto Mayo;Festivales;"""Feria cultural y productiva que celebra al coco como fuente alimentaria y económica."""
Apurímac;Catarata Yanaccacca ;Cataratas;"""Cascada que desciende por rocas oscuras formando una poza de color esmeralda."""
Cusco;Festival Agroecoturistico De Las Cataratas Y Aniversario De Creacion Politica Del Centro Poblado De Catarata;Festivales;"""Festival turístico que celebra caídas de agua con ferias artesanales y actividades deportivas."""
Cusco;Encuentro Interetnico De Comunidades Nativas Y Aniversario De Creacion Politica De La Comunidad De Otari Nativos;Festivales;"""Reunión de pueblos originarios para fortalecer la identidad cultural y derechos colectivos."""
Cusco;Festival Del Cacao Organico Y La Fiesta Patronal De La Virgen De Natividad;Festivales;"""Fiesta patronal combinada con actividades agrícolas y degustación de cacao amazónico."""
Cusco;Festival Gastronomico Y Aniversario De Creacion Politica De Ccatunrumi;Festivales;"""Evento festivo con platos tradicionales, feria comunal y exhibiciones artísticas."""
Cusco;Festival Gastronomico Del Paco Salvaje Y Aniversario De Creacion Politica De Quisto Central;Festivales;"""Celebración que promueve el consumo de carne silvestre y productos nativos con actividades culturales."""
Cusco;Carnavales En Pichari -Vrae;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval regional con bailes, pintura con achiote, concursos y música tradicional."""
Arequipa;Procesión Del Santo Sepulcro Del Templo De Santo Domingo;Fiestas religiosas-patronales;"""Procesión solemne del Viernes Santo con participación comunal y canto de alabanzas."""
Loreto;Carnaval Ecológico Del Achiote ;Fiestas Tradicionales(Herranza, carnavales, otros);"""Fiesta popular en selva alta con desfile de comparsas, música, danzas y conciencia ambiental."""
